CountryID,Country Name,Currency,Average Exchange Rate,Year Exchanged,Indicator Name,Amount,USD,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1990,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1990,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1990,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1990,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
2,Nigeria,Naira,,1990,"Transport, storage and communication (ISIC I)",,,,,,8.038285,9.909491667,17.298425,22.0654,21.996,21.89525833,21.884425,21.88605,21.886,92.3381,101.6973333,111.23125,120.5781583,129.22235,132.888025,131.2743333,128.6516667,125.8081083,118.5460167,148.9017417,150.298025,153.8616083,157.4994258
2,Nigeria,Naira,,1991,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1991,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1991,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1991,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1991,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1991,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1992,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1993,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
